Protein_ID,Actual_Sites,DualEvo_Predicted,DualEvo_Precision,DualEvo_Recall,DualEvo_F1,SCREEN_Predicted,SCREEN_Precision,SCREEN_Recall,SCREEN_F1,Squidly_Predicted,Squidly_Precision,Squidly_Recall,Squidly_F1
Q9I4U2,[265],"[265, 287, 337]",0.3333333333333333,1.0,0.5,"[266, 285]",0.0,0.0,0.0,[265],1.0,1.0,1.0
Q75SP7,"[40, 108, 140]","[40, 108, 140]",1.0,1.0,1.0,"[92, 108, 115, 140, 164, 166]",0.3333333333333333,0.6666666666666666,0.4444444444444444,"[40, 108, 140]",1.0,1.0,1.0
B5GRC8,"[114, 119, 206, 252, 256, 260]","[114, 115, 119, 206, 252, 256, 260]",0.8571428571428571,1.0,0.923076923076923,"[111, 114, 118, 210, 211, 252, 334, 339, 341]",0.2222222222222222,0.3333333333333333,0.2666666666666666,[],0.0,0.0,0.0
I1BYM7,"[210, 233]","[210, 233]",1.0,1.0,1.0,"[189, 192, 211, 233, 269]",0.2,0.5,0.2857142857142857,"[210, 233]",1.0,1.0,1.0
P32586,[630],[630],1.0,1.0,1.0,"[535, 601, 629, 630, 636, 637]",0.1666666666666666,1.0,0.2857142857142857,[630],1.0,1.0,1.0
Q92111,[457],[457],1.0,1.0,1.0,"[322, 326, 330, 457]",0.25,1.0,0.4,[],0.0,0.0,0.0
O45797,"[531, 625]","[531, 625]",1.0,1.0,1.0,"[443, 625, 627, 630, 704, 867]",0.1666666666666666,0.5,0.25,[625],1.0,0.5,0.6666666666666666
B2AM55,"[301, 311, 399]",[399],1.0,0.3333333333333333,0.5,"[30, 136, 168, 399]",0.25,0.3333333333333333,0.2857142857142857,[399],1.0,0.3333333333333333,0.5
F1SY74,[526],[526],1.0,1.0,1.0,"[382, 526]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
Q86JJ0,"[85, 133, 138, 183]","[107, 133, 161, 183, 299]",0.4,0.5,0.4444444444444445,[],0.0,0.0,0.0,[],0.0,0.0,0.0
Q4FS72,"[173, 205, 256, 320, 346]","[173, 205, 256, 320, 346]",1.0,1.0,1.0,"[202, 256, 313]",0.3333333333333333,0.2,0.25,[256],1.0,0.2,0.3333333333333333
O06335,"[48, 445]","[48, 445, 472]",0.6666666666666666,1.0,0.8,"[48, 109, 420]",0.3333333333333333,0.5,0.4,[],0.0,0.0,0.0
P9WNE5,"[22, 55, 58, 99, 132]","[22, 55, 58, 99, 132]",1.0,1.0,1.0,"[22, 55, 58, 99, 132]",1.0,1.0,1.0,[],0.0,0.0,0.0
Q9L9E9,"[103, 127, 131]","[103, 104, 127, 131, 153, 184]",0.5,1.0,0.6666666666666666,"[103, 127, 131, 150]",0.75,1.0,0.8571428571428571,[],0.0,0.0,0.0
Q8ZZP3,"[6, 100, 118]","[6, 99, 100, 118]",0.75,1.0,0.8571428571428571,"[6, 42, 100]",0.6666666666666666,0.6666666666666666,0.6666666666666666,[],0.0,0.0,0.0
Q6B9Y8,"[125, 128, 143, 148, 225, 237, 239, 286, 387, 419, 423]","[225, 237, 239, 286, 387, 419, 423]",1.0,0.6363636363636364,0.7777777777777778,[419],1.0,0.0909090909090909,0.1666666666666666,[],0.0,0.0,0.0
Q936X2,"[91, 165, 189]","[91, 165, 189]",1.0,1.0,1.0,"[91, 165, 166, 186, 187, 189, 419]",0.4285714285714285,1.0,0.6,"[91, 165, 189]",1.0,1.0,1.0
A6R104,[162],"[146, 162]",0.5,1.0,0.6666666666666666,"[126, 146, 198]",0.0,0.0,0.0,[],0.0,0.0,0.0
A1B8Z0,"[67, 110, 159, 199, 226, 291]","[67, 110, 111, 159, 222]",0.6,0.5,0.5454545454545454,[222],0.0,0.0,0.0,[67],1.0,0.1666666666666666,0.2857142857142857
P37349,"[9, 169, 430]","[9, 169, 430]",1.0,1.0,1.0,"[9, 70, 169, 430]",0.75,1.0,0.8571428571428571,"[9, 430]",1.0,0.6666666666666666,0.8
Q8T0S6,"[71, 161]","[71, 161]",1.0,1.0,1.0,"[161, 163, 166]",0.3333333333333333,0.5,0.4,[161],1.0,0.5,0.6666666666666666
Q9XSL6,"[170, 340, 341, 344, 350]","[170, 340, 341, 344, 350]",1.0,1.0,1.0,"[340, 341, 344, 350]",1.0,0.8,0.888888888888889,[341],1.0,0.2,0.3333333333333333
A0A1U8QFC3,[493],[493],1.0,1.0,1.0,"[358, 493]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
P23298,"[384, 479]","[384, 479]",1.0,1.0,1.0,"[479, 481, 484, 517]",0.25,0.5,0.3333333333333333,[479],1.0,0.5,0.6666666666666666
Q96329,"[181, 207, 288, 324, 381, 385, 409, 428]","[313, 324]",0.5,0.125,0.2,"[124, 172, 365, 408, 420]",0.0,0.0,0.0,[408],0.0,0.0,0.0
Q54970,"[441, 468, 470]","[53, 441, 468]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[115, 116, 258, 388, 474, 477]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q5A3P6,"[269, 325, 364, 368, 382]","[269, 364]",1.0,0.4,0.5714285714285715,"[364, 366, 368, 369, 411]",0.4,0.4,0.4000000000000001,[364],1.0,0.2,0.3333333333333333
Q5FR18,"[89, 120, 195, 217, 222]","[89, 120, 195, 217, 222]",1.0,1.0,1.0,"[87, 92, 124, 147, 192, 222]",0.1666666666666666,0.2,0.1818181818181818,[222],1.0,0.2,0.3333333333333333
P51599,"[202, 205, 273]","[202, 204, 205, 209, 273]",0.6,1.0,0.7499999999999999,"[202, 204, 205, 243, 271, 273]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
P53219,"[152, 319]","[152, 176, 319]",0.6666666666666666,1.0,0.8,"[83, 152, 319]",0.6666666666666666,1.0,0.8,"[152, 319]",1.0,1.0,1.0
Q17577,"[415, 430, 522]","[415, 430, 522]",1.0,1.0,1.0,"[185, 187, 240, 274, 436, 522]",0.1666666666666666,0.3333333333333333,0.2222222222222222,[],0.0,0.0,0.0
S0DS17,[303],[303],1.0,1.0,1.0,"[161, 191, 303]",0.3333333333333333,1.0,0.5,[],0.0,0.0,0.0
Q5WB95,[10],[10],1.0,1.0,1.0,"[99, 147, 149]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q6LX63,"[66, 85, 88, 229, 355, 360, 441, 458, 460, 468, 528]","[66, 85, 87, 88, 198, 229, 355, 441, 460, 468]",0.8,0.7272727272727273,0.761904761904762,[85],1.0,0.0909090909090909,0.1666666666666666,[355],1.0,0.0909090909090909,0.1666666666666666
Q9ZJ81,"[70, 167, 169, 177, 236]","[70, 150, 169, 177]",0.75,0.6,0.6666666666666665,"[179, 234]",0.0,0.0,0.0,[70],1.0,0.2,0.3333333333333333
P23872,"[165, 262, 292]","[165, 262, 292]",1.0,1.0,1.0,"[165, 195, 262, 292, 296]",0.6,1.0,0.7499999999999999,"[165, 262, 292]",1.0,1.0,1.0
Q54PK9,"[300, 355, 394, 398, 412]","[300, 394]",1.0,0.4,0.5714285714285715,"[394, 396, 398, 399, 436, 825]",0.3333333333333333,0.4,0.3636363636363636,[394],1.0,0.2,0.3333333333333333
Q6AIT8,"[9, 59, 119, 146, 187, 208, 212]","[9, 59, 119, 146, 187, 208, 212]",1.0,1.0,1.0,"[63, 119, 146, 187]",0.75,0.4285714285714285,0.5454545454545454,"[119, 146]",1.0,0.2857142857142857,0.4444444444444445
A5FZN7,"[16, 37, 41, 52, 118]","[16, 37, 41, 52, 118]",1.0,1.0,1.0,"[11, 12, 15, 16, 37, 41, 52, 118, 183]",0.5555555555555556,1.0,0.7142857142857143,[],0.0,0.0,0.0
Q8NE63,"[40, 136]","[40, 136]",1.0,1.0,1.0,"[134, 136, 138]",0.3333333333333333,0.5,0.4,[136],1.0,0.5,0.6666666666666666
P41654,"[11, 14, 41]","[11, 14, 41]",1.0,1.0,1.0,[],0.0,0.0,0.0,[65],0.0,0.0,0.0
Q9HV27,"[180, 220, 221, 249, 281, 282]","[17, 18, 61, 63, 113, 137, 180, 221, 224, 281, 310]",0.2727272727272727,0.5,0.3529411764705882,"[180, 224, 281, 282, 310, 314]",0.5,0.5,0.5,[],0.0,0.0,0.0
Q02595,"[140, 230]","[140, 230]",1.0,1.0,1.0,"[230, 232, 269]",0.3333333333333333,0.5,0.4,[230],1.0,0.5,0.6666666666666666
P84142,"[20, 38]","[20, 38]",1.0,1.0,1.0,"[20, 38]",1.0,1.0,1.0,"[20, 38]",1.0,1.0,1.0
Q2UPB4,"[93, 122, 294]","[62, 122, 294]",0.6666666666666666,0.6666666666666666,0.6666666666666666,[301],0.0,0.0,0.0,[],0.0,0.0,0.0
E4N7E5,"[75, 78, 79, 83, 171, 217, 221, 225]","[78, 171, 217, 221, 225]",1.0,0.625,0.7692307692307693,"[74, 75, 78, 145, 217, 221, 224, 228, 303, 304]",0.4,0.5,0.4444444444444445,[],0.0,0.0,0.0
Q2NL51,"[148, 244]","[148, 244]",1.0,1.0,1.0,"[244, 246]",0.5,0.5,0.5,[244],1.0,0.5,0.6666666666666666
P16854,"[191, 324, 442]","[191, 324, 442]",1.0,1.0,1.0,"[141, 191, 324, 442]",0.75,1.0,0.8571428571428571,"[191, 324, 442]",1.0,1.0,1.0
P27874,"[333, 346]","[25, 157, 333, 346]",0.5,1.0,0.6666666666666666,"[157, 333, 346]",0.6666666666666666,1.0,0.8,"[25, 107, 157]",0.0,0.0,0.0
P33663,"[69, 103, 120]","[35, 39, 69, 85, 102, 103, 120, 214]",0.375,1.0,0.5454545454545454,"[101, 102, 103, 120, 233]",0.4,0.6666666666666666,0.5,[123],0.0,0.0,0.0
Q01198,"[144, 157]","[144, 157, 161]",0.6666666666666666,1.0,0.8,"[115, 144, 157, 161]",0.5,1.0,0.6666666666666666,[161],0.0,0.0,0.0
Q4WEE0,[131],[131],1.0,1.0,1.0,"[24, 34, 91, 131, 132]",0.2,1.0,0.3333333333333333,[24],0.0,0.0,0.0
O83859,[44],[44],1.0,1.0,1.0,"[44, 72, 86, 200]",0.25,1.0,0.4,[44],1.0,1.0,1.0
Q54XL6,"[126, 221]","[126, 221]",1.0,1.0,1.0,"[221, 223, 226]",0.3333333333333333,0.5,0.4,[221],1.0,0.5,0.6666666666666666
D3KVM6,[113],[114],0.0,0.0,0.0,[113],1.0,1.0,1.0,[],0.0,0.0,0.0
B0R9W6,"[44, 48, 52, 55, 57, 90, 92]","[44, 48, 52, 55, 90, 92, 180]",0.8571428571428571,0.8571428571428571,0.8571428571428571,"[42, 48, 52, 55, 117, 136, 245, 247]",0.375,0.4285714285714285,0.3999999999999999,[],0.0,0.0,0.0
Q9HLE6,"[25, 115, 183, 293, 320, 321, 324, 365, 391]","[25, 115, 183, 186, 293, 320, 321, 324, 365, 391]",0.9,1.0,0.9473684210526316,"[20, 91, 224, 226, 321, 364, 365, 391]",0.375,0.3333333333333333,0.3529411764705882,[293],1.0,0.1111111111111111,0.1999999999999999
Q5B998,"[95, 119, 212, 227]","[95, 119, 212, 227]",1.0,1.0,1.0,"[119, 223, 227]",0.6666666666666666,0.5,0.5714285714285715,[227],1.0,0.25,0.4
O45686,"[140, 159, 318, 331]","[140, 156, 318]",0.6666666666666666,0.5,0.5714285714285715,"[140, 159, 221, 318, 331]",0.8,1.0,0.888888888888889,[],0.0,0.0,0.0
Q54F47,[441],[441],1.0,1.0,1.0,"[302, 310, 311, 441]",0.25,1.0,0.4,[],0.0,0.0,0.0
Q8C2P3,"[79, 108, 147, 175]","[79, 108, 147, 175]",1.0,1.0,1.0,"[108, 147, 175]",1.0,0.75,0.8571428571428571,[],0.0,0.0,0.0
Q08548,"[146, 297, 382]","[344, 382]",0.5,0.3333333333333333,0.4,[388],0.0,0.0,0.0,[382],1.0,0.3333333333333333,0.5
Q7ZVS8,"[121, 152, 171, 239, 279]","[121, 152, 239, 279]",1.0,0.8,0.888888888888889,"[279, 316]",0.5,0.2,0.2857142857142857,[279],1.0,0.2,0.3333333333333333
O29867,"[47, 81, 154, 161, 162, 163, 360, 426, 618]","[47, 154, 161, 162, 163, 360, 426, 618]",1.0,0.8888888888888888,0.9411764705882352,"[163, 325, 360, 552, 618]",0.6,0.3333333333333333,0.4285714285714285,[],0.0,0.0,0.0
O57712,"[233, 238, 260, 277, 304, 327]","[233, 238, 260, 277, 283, 304, 327]",0.8571428571428571,1.0,0.923076923076923,"[277, 280, 327]",0.6666666666666666,0.3333333333333333,0.4444444444444444,[327],1.0,0.1666666666666666,0.2857142857142857
E6R427,"[133, 138, 141, 181]","[119, 133, 138, 141, 181]",0.8,1.0,0.888888888888889,"[133, 141, 181, 211]",0.75,0.75,0.75,[],0.0,0.0,0.0
Q84MA1,"[328, 355, 465, 516]","[328, 333, 355, 465, 471, 493, 516]",0.5714285714285714,1.0,0.7272727272727273,"[465, 468]",0.5,0.25,0.3333333333333333,[516],1.0,0.25,0.4
P45951,"[282, 313, 389, 429, 431, 501, 526, 527]","[284, 313, 429, 431, 501, 527]",0.8333333333333334,0.625,0.7142857142857143,"[312, 389, 403, 429, 501, 527]",0.6666666666666666,0.5,0.5714285714285715,"[389, 429, 527]",1.0,0.375,0.5454545454545454
E5A7D6,[495],[495],1.0,1.0,1.0,"[341, 495]",0.5,1.0,0.6666666666666666,[],0.0,0.0,0.0
Q7RX33,"[88, 119, 125, 146, 202, 242, 413, 506, 510]","[88, 119, 125, 146, 202, 242, 410, 413, 506, 510, 826]",0.8181818181818182,1.0,0.9,"[510, 830]",0.5,0.1111111111111111,0.1818181818181818,[413],1.0,0.1111111111111111,0.1999999999999999
A5JTM5,"[24, 90, 114, 145, 257]","[114, 137]",0.5,0.2,0.2857142857142857,"[64, 145, 252]",0.3333333333333333,0.2,0.25,[],0.0,0.0,0.0
Q8C015,"[478, 568]","[478, 568]",1.0,1.0,1.0,"[494, 568, 570]",0.3333333333333333,0.5,0.4,[568],1.0,0.5,0.6666666666666666
Q83GI1,"[117, 218]","[25, 27, 117, 218]",0.5,1.0,0.6666666666666666,"[25, 27, 117, 119, 218, 276]",0.3333333333333333,1.0,0.5,"[117, 218]",1.0,1.0,1.0
O22827,[123],"[107, 123]",0.5,1.0,0.6666666666666666,"[87, 107, 141]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q6ZQ88,"[290, 309, 311, 317, 802]","[309, 317, 591, 802]",0.75,0.6,0.6666666666666665,"[316, 762]",0.0,0.0,0.0,[],0.0,0.0,0.0
Q8W583,[66],[66],1.0,1.0,1.0,[],0.0,0.0,0.0,[66],1.0,1.0,1.0
Q83WC3,"[171, 172]","[95, 100, 140, 141, 144, 145]",0.0,0.0,0.0,[225],0.0,0.0,0.0,[],0.0,0.0,0.0
P10478,"[645, 754]","[172, 230, 260, 302, 304, 415, 645, 754]",0.25,1.0,0.4,"[172, 230, 260, 645, 754, 756]",0.3333333333333333,1.0,0.5,"[645, 754]",1.0,1.0,1.0
Q9YD20,"[66, 69, 96, 99]","[66, 69, 96, 99]",1.0,1.0,1.0,[],0.0,0.0,0.0,[],0.0,0.0,0.0
P25524,"[62, 64, 157, 215, 218, 247, 314, 320]","[62, 64, 215, 218, 247, 314]",1.0,0.75,0.8571428571428571,"[64, 157, 218, 314]",1.0,0.5,0.6666666666666666,[218],1.0,0.125,0.2222222222222222
O59923,"[348, 356, 359, 380, 383, 472]","[296, 299, 348, 356, 359, 380, 383, 472]",0.75,1.0,0.8571428571428571,"[256, 257, 259, 329, 331, 348]",0.1666666666666666,0.1666666666666666,0.1666666666666666,[348],1.0,0.1666666666666666,0.2857142857142857
Q10056,"[343, 434]","[343, 434]",1.0,1.0,1.0,"[199, 434, 436, 439, 472]",0.2,0.5,0.2857142857142857,[434],1.0,0.5,0.6666666666666666
P95442,"[74, 76, 245, 331]","[74, 76, 245, 248, 280, 331]",0.6666666666666666,1.0,0.8,"[138, 245, 280, 302]",0.25,0.25,0.25,"[280, 331]",0.5,0.25,0.3333333333333333
P22320,"[62, 65, 458, 461]","[62, 65, 391, 458, 461]",0.8,1.0,0.888888888888889,"[307, 456, 458, 461, 488]",0.4,0.5,0.4444444444444445,[],0.0,0.0,0.0
A9A1T2,"[148, 190]","[102, 110, 145, 148, 152, 190, 406]",0.2857142857142857,1.0,0.4444444444444445,[190],1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0
I6Y778,"[244, 354, 360, 364, 395]","[347, 360]",0.5,0.2,0.2857142857142857,"[319, 347, 360, 364]",0.5,0.4,0.4444444444444445,[360],1.0,0.2,0.3333333333333333
Q51507,"[14, 31, 42, 90]","[14, 31, 42, 50, 54, 90]",0.6666666666666666,1.0,0.8,"[14, 42]",1.0,0.5,0.6666666666666666,[],0.0,0.0,0.0
I1S2J5,[450],[450],1.0,1.0,1.0,"[309, 313, 376, 450]",0.25,1.0,0.4,[],0.0,0.0,0.0
F9US27,"[165, 187, 233, 289]","[165, 188, 233, 289]",0.75,0.75,0.75,"[144, 165, 293]",0.3333333333333333,0.25,0.2857142857142857,[],0.0,0.0,0.0
Q8L7S3,"[536, 586, 704, 732]","[94, 100, 104, 258, 263, 369, 536, 565, 570, 586, 704, 732, 802]",0.3076923076923077,1.0,0.4705882352941176,"[100, 334, 732, 802]",0.25,0.25,0.25,"[732, 802]",0.5,0.25,0.3333333333333333
P80874,"[52, 57, 84, 175, 214, 227, 286]","[52, 57, 175, 203]",0.75,0.4285714285714285,0.5454545454545454,"[21, 84, 125, 203, 208]",0.2,0.1428571428571428,0.1666666666666666,[57],1.0,0.1428571428571428,0.25
G5EFL0,"[139, 141]","[139, 141]",1.0,1.0,1.0,[229],0.0,0.0,0.0,[],0.0,0.0,0.0
P9WLH5,"[8, 49, 73, 123, 172, 246]","[8, 49, 73, 123, 172, 218, 222, 246, 313]",0.6666666666666666,1.0,0.8,"[8, 49, 73, 123, 172, 183, 222, 246, 313]",0.6666666666666666,1.0,0.8,"[8, 172, 246, 313]",0.75,0.5,0.6
B9WCV6,"[177, 189, 222, 223, 248, 319, 320]","[177, 189, 222, 223, 248, 296, 319, 320]",0.875,1.0,0.9333333333333332,"[104, 177, 189, 222, 223, 296, 320]",0.7142857142857143,0.7142857142857143,0.7142857142857143,[],0.0,0.0,0.0
Q09109,"[232, 252, 260, 280]","[232, 252, 260, 280, 482, 595, 693, 702]",0.5,1.0,0.6666666666666666,"[244, 280, 547]",0.3333333333333333,0.25,0.2857142857142857,[],0.0,0.0,0.0
Q12608,[461],[461],1.0,1.0,1.0,"[131, 236, 324, 328, 461]",0.2,1.0,0.3333333333333333,[],0.0,0.0,0.0
Q7M826,"[51, 56, 59, 71, 148, 151, 154, 158, 204, 207, 210, 214]","[51, 56, 59, 71, 148, 151, 154, 158, 163, 204, 207, 210, 214]",0.9230769230769232,1.0,0.96,[244],0.0,0.0,0.0,[],0.0,0.0,0.0
O74426,"[59, 151]","[59, 151]",1.0,1.0,1.0,"[151, 153, 156, 194]",0.25,0.5,0.3333333333333333,[151],1.0,0.5,0.6666666666666666
Q9KL03,"[33, 41, 75, 84]","[122, 127, 134]",0.0,0.0,0.0,[84],1.0,0.25,0.4,[134],0.0,0.0,0.0
B2V8P5,"[40, 69, 70, 185]","[41, 53, 69, 185]",0.5,0.5,0.5,"[69, 85, 87, 165, 191]",0.2,0.25,0.2222222222222222,[69],1.0,0.25,0.4
Q6CH28,"[120, 323, 325]","[120, 323, 325]",1.0,1.0,1.0,"[120, 323]",1.0,0.6666666666666666,0.8,"[120, 323]",1.0,0.6666666666666666,0.8
O16881,[188],"[175, 188]",0.5,1.0,0.6666666666666666,"[41, 148, 175, 188, 192]",0.2,1.0,0.3333333333333333,"[188, 192]",0.5,1.0,0.6666666666666666
Q5YQZ6,"[91, 156, 195, 236, 427, 429]","[156, 236, 247, 427, 429, 505]",0.6666666666666666,0.6666666666666666,0.6666666666666666,"[91, 156, 247, 409, 455]",0.4,0.3333333333333333,0.3636363636363636,[236],1.0,0.1666666666666666,0.2857142857142857
Q9YFM7,"[90, 92, 160, 190, 243, 272]","[63, 119, 127, 160]",0.25,0.1666666666666666,0.2,"[52, 53, 125, 127, 129]",0.0,0.0,0.0,[],0.0,0.0,0.0
